,HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K)
3125,3143,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,ater,Northern chuckwalla,,,,,,,,,,,,9.3,captivity,small,acceptable,,,,,
3126,3144,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,hispidus,Spiny chuckwalla,,,,,,,,,,,,17.2,captivity,small,acceptable,,,,,
3127,3145,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,varius,Piebald chuckwalla,,,,,,,,,,,,11.3,captivity,medium,acceptable,,,,,
3128,3146,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,magister,Desert spiny lizard,,,,,,,,,,,,5.9,captivity,medium,acceptable,,,,,
3129,3147,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,poinsettii,Crevice spiny lizard,,,,,,,,,,,,8.0,captivity,small,acceptable,,,,,
3130,3148,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,serrifer,Blue spiny lizard,,,,,,,,,,,,6.7,captivity,large,acceptable,,,,,
3131,3149,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,undulatus,Fence lizard,1095.0,1095.0,,,,,,,,,,,unknown,small,low,,,,,
3132,3150,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia,galloti,Gallot's Canary Island lizard,,,,,,,,,,,,5.6,captivity,small,acceptable,,,,,
3133,3151,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia,simonyi,Simony's Canary Island lizard,,,,,,,,,,,,5.4,captivity,small,acceptable,,,,,
3134,3152,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,viridis,European green lizard,,,,,,,,,,21.5,,10.0,unknown,medium,acceptable,,,0.00337,15.7,293.83
3135,3153,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,vivipara,Viviparous lizard,730.0,365.0,,,,,,,,,,11.0,wild,large,acceptable,,,,,
3136,3154,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,muralis,Common wall lizard,,,,,,,,,,,,10.0,unknown,medium,acceptable,,,,,
3137,3155,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Teira,dugesii,Madeira wall lizard,,,,,,,,,,,,4.8,captivity,small,acceptable,,,,,
3138,3156,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Timon,lepidus,Jeweled lizard,912.0,912.0,,,,,,,,,,17.0,unknown,medium,acceptable,,,,,
3139,3157,Animalia,Chordata,Reptilia,Squamata,Leiocephalidae,Leiocephalus,carinatus,Northern curly-tailed lizard,,,,,,,,,,,,10.8,captivity,small,acceptable,,,,,
3140,3158,Animalia,Chordata,Reptilia,Squamata,Loxocemidae,Loxocemus,bicolor,Mexican burrowing python,,,,,,,,,,,,32.8,captivity,medium,acceptable,,,,,
3141,3159,Animalia,Chordata,Reptilia,Squamata,Opluridae,Oplurus,cuvieri,Cuvier's Madagascar swift,,,,,,,,,,,,21.2,captivity,small,acceptable,,,,,
3142,3160,Animalia,Chordata,Reptilia,Squamata,Opluridae,Oplurus,cyclurus,Merrem's Madagascar swift,,,,,,,,,,,,9.3,captivity,small,acceptable,,,,,
3143,3161,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,notata,Colorado desert fringe-toed lizard,,,,,,,,,,,,8.1,captivity,small,acceptable,,,,,
3144,3162,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Ptyodactylus,hasselquistii,Fan-footed gecko,,,,,,,,,,,,10.9,captivity,small,acceptable,,,,,
3145,3163,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,annularis,Ringed wall gecko,,,,,,,,,,,,11.8,captivity,medium,acceptable,,,,,
3146,3164,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,mauritanica,Common wall gecko,,,,,,,,,,,,14.0,captivity,medium,acceptable,,,,,
3147,3165,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Antaresia,childreni,Children's python,,,,,,,,,,,,25.7,captivity,medium,acceptable,,,,,
3148,3166,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Aspidites,melanocephalus,Black-headed python,,,,,,,,,,,,22.6,captivity,medium,acceptable,,,,,
3149,3167,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Bothrochilus,boa,Bismarck ringed python,,,,,,,,,,,,22.2,captivity,small,acceptable,,,,,
3150,3168,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Leiopython,albertisii,D'albert's python,,,,,,,,,,,,18.0,captivity,small,acceptable,,,,,
3151,3169,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Liasis,fuscus,Brown water python,,,,,,,,,,,,26.8,captivity,small,acceptable,,,,,
3152,3170,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Liasis,mackloti,Macklot's python,,,,,,,,,,,,17.4,captivity,medium,acceptable,,,,,
3153,3171,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,amethistina,Scrub python,,,,,,,,,,,,13.8,captivity,medium,acceptable,,,,,
3154,3172,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,boeleni,Boelen's python,,,,,,,,,,,,20.1,captivity,medium,acceptable,,,,,
3155,3173,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,spilota,Carpet python,,,,,,,,,,,,19.6,captivity,medium,acceptable,,,,,
3156,3174,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,viridis,Green tree python,,,,,,,,,,,,20.6,captivity,large,acceptable,,,,,
3157,3175,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,curtus,Short-tailed python,,,,,,,,,,,,27.8,captivity,medium,acceptable,,,,,
3158,3176,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,molurus,Indian python,1095.0,1095.0,100.0,,40.0,,,,,12370.0,,34.2,captivity,large,acceptable,,,1.2661,12370.0,303.0
3159,3177,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,regius,Ball python,1825.0,1825.0,77.0,,7.0,,,,,,,47.5,captivity,large,acceptable,,,,,
3160,3178,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,reticulatus,Reticulated python,,,,,,,,,,32000.0,,29.4,captivity,medium,acceptable,,,2.7349,32000.0,297.5
3161,3179,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,sebae,African python,,,,,,,,,,,,27.3,captivity,medium,acceptable,,,,,
3162,3180,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,timoriensis,Timor python,,,,,,,,,,,,20.5,captivity,medium,acceptable,,,,,
3163,3181,Animalia,Chordata,Reptilia,Squamata,Sanziniidae,Acrantophis,dumerili,Dumeril's ground boa,,,,,,,,,,,,26.0,captivity,small,acceptable,,,,,
3164,3182,Animalia,Chordata,Reptilia,Squamata,Sanziniidae,Acrantophis,madagascariensis,Madagascar boa,,,,,,,,,,,,28.4,captivity,small,acceptable,,,,,
3165,3183,Animalia,Chordata,Reptilia,Squamata,Sanziniidae,Sanzinia,madagascariensis,Madagascar tree boa,,,,,,,,,,,,21.8,captivity,small,acceptable,,,,,
3166,3184,Animalia,Chordata,Reptilia,Squamata,Scincidae,Chalcides,ocellatus,Palaearctic eyed skink,,,,,,,,,,,,14.0,captivity,large,acceptable,,,,,
3167,3185,Animalia,Chordata,Reptilia,Squamata,Scincidae,Corucia,zebrata,Solomon Island skink,,,,,,,,,,,,24.3,captivity,medium,acceptable,,,,,
3168,3186,Animalia,Chordata,Reptilia,Squamata,Scincidae,Cyclodina,macgregori,Mcgregor's skink,,,,,,,,,,,,20.0,captivity,small,acceptable,,,,,
3169,3187,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,cunninghami,Cunningham's skink,,,,,,,,,,,,26.5,captivity,medium,acceptable,,,,,
3170,3188,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,hosmeri,Hosmer's skink,,,,,,,,,,,,24.5,captivity,medium,acceptable,,,,,
3171,3189,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,luctuosa,Mourning skink,,,,,,,,,,,,18.2,captivity,small,acceptable,,,,,
3172,3190,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,major,Land mullet,,,,,,,,,,,,10.8,captivity,small,questionable,,,,,
3173,3191,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,stokesii,Gidgee skink,,,,,,,,,,,,18.2,captivity,medium,acceptable,,,,,
3174,3192,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,algeriensis,Algerian skink,,,,,,,,,,,,22.8,captivity,small,acceptable,,,,,
3175,3193,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,laticeps,Broadhead skink,,,,,,,,,,,,7.7,captivity,small,acceptable,,,,,
3176,3194,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,obsoletus,Great Plains skink,,,,,,,,,,30.0,,7.3,captivity,small,acceptable,,,0.0206,30.0,300.5
3177,3195,Animalia,Chordata,Reptilia,Squamata,Scincidae,Hemisphaeriodon,gerrardii,Pink-tongued skink,,,,,,,,,,,,12.9,captivity,small,acceptable,,,,,
3178,3196,Animalia,Chordata,Reptilia,Squamata,Scincidae,Oligosoma,grande,Grand skink,,,,,,,,,,,,,unknown,small,low,,,,,
3179,3197,Animalia,Chordata,Reptilia,Squamata,Scincidae,Oligosoma,otagense,Otago skink,,,,,,,,,,,,44.0,captivity,small,acceptable,,,,,
3180,3198,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,gigas,Great moluccan skink,,,,,,,,,,,,17.3,captivity,medium,acceptable,,,,,
3181,3199,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,nigrolutea,Australian black and yellow skink,,,,,,,,,,,,11.5,captivity,small,acceptable,,,,,
3182,3200,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,scincoides,Australian blue-tongued lizard,,,,,10.0,,,14.0,,493.0,,26.6,captivity,large,acceptable,,,0.2127,493.0,303.0
3183,3201,Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachydosaurus,rugosus,Shingleback skink,,,,,,,,,,,,20.9,captivity,small,acceptable,,,,,
3184,3202,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,Gonatodes,albogularis,Yellowhead gecko,,,,,,,,,,,,5.6,captivity,small,acceptable,,,,,
3185,3203,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,Teratoscincus,scincus,Common wonder gecko,,,,,,,,,,,,12.6,captivity,medium,acceptable,,,,,
3186,3204,Animalia,Chordata,Reptilia,Squamata,Teiidae,Ameiva,ameiva,Giant ameiva,,,,,,,,,,,,4.6,captivity,small,acceptable,,,,,
3187,3205,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,sexlineatus,Six-lined racerunner,,,,,,,,,,,,6.0,unknown,medium,acceptable,,,,,
3188,3206,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,tigris,Western whiptail,,,,,,,,,,18.0,,7.8,wild,medium,acceptable,,,0.017,18.0,304.25
3189,3207,Animalia,Chordata,Reptilia,Squamata,Teiidae,Dracaena,guianensis,Guyana caiman lizard,,,,,,,,,,,,9.3,captivity,small,acceptable,,,,,
3190,3208,Animalia,Chordata,Reptilia,Squamata,Teiidae,Tupinambis,rufescens,Red tegu,,,,,,,,,,,,10.8,captivity,small,acceptable,,,,,
3191,3209,Animalia,Chordata,Reptilia,Squamata,Teiidae,Tupinambis,teguixin,Columbian tegu,,,,,,,,,,,,16.1,captivity,medium,acceptable,,,,,
3192,3210,Animalia,Chordata,Reptilia,Squamata,Tropidophiidae,Tropidophis,canus,Dwarf boa,,,,,,,,,,,,16.1,captivity,small,acceptable,,,,,
3193,3211,Animalia,Chordata,Reptilia,Squamata,Tropidophiidae,Tropidophis,caymanensis,Cayman islands dwarf boa,,,,,,,,,,,,25.9,captivity,small,acceptable,,,,,
3194,3212,Animalia,Chordata,Reptilia,Squamata,Tropidophiidae,Tropidophis,haetianus,Haitian dwarf boa,,,,,,,,,,,,15.3,captivity,tiny,acceptable,,,,,
3195,3213,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,bengalensis,Bengal monitor,,,,,,,,,,,,11.2,captivity,small,acceptable,,,,,
3196,3214,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,dumerilii,Dumeril's monitor,,,,,,,,,,,,10.7,captivity,small,acceptable,,,,,
3197,3215,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,exanthematicus,Bosc's monitor and Savannah monitor,,,,,,,,,,35500.0,,12.7,captivity,medium,acceptable,,,,,
3198,3216,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,giganteus,Perentie,,,,,,,,,,,,19.7,captivity,small,acceptable,,,,,
3199,3217,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,gouldii,Sand monitor,,,,,,,,,,,,18.3,captivity,medium,acceptable,,,,,
3200,3218,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,griseus,Desert monitor,,,,,,,,,,,,17.0,captivity,small,acceptable,,,,,
3201,3219,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,indicus,Indian monitor lizard and Indian monitor,,,,,,,,,,,,17.4,captivity,medium,acceptable,,,,,
3202,3220,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,komodoensis,Komodo dragon,1825.0,1825.0,49.0,,22.0,,,100.0,,87000.0,,62.0,wild,medium,questionable,,,,,
3203,3221,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,mertensi,Merten's water monitor,,,,,,,,,,,,20.3,captivity,medium,acceptable,,,,,
3204,3222,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,niloticus,Nile monitor,,,,,,,,,,,,14.6,captivity,medium,acceptable,,,,,
3205,3223,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,olivaceus,Gray's monitor lizard,,,,,,,,,,,,15.2,captivity,small,acceptable,,,,,
3206,3224,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,prasinus,New Guinea green tree monitor,,,,,,,,,,,,14.2,captivity,medium,acceptable,,,,,
3207,3225,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,salvator,Common water monitor,,,,,,,,,,,,15.7,captivity,medium,acceptable,,,,,
3208,3226,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,timorensis,Spotted tree monitor,,,,,,,,,,,,14.9,captivity,small,acceptable,,,,,
3209,3227,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,varius,Lace monitor,,,,,,,,,,,,14.7,captivity,medium,acceptable,,,,,
3210,3228,Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,bilineatus,Cantil,,,,,,,,,,,,24.3,captivity,small,acceptable,,,,,
3211,3229,Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,contortrix,Northern copperhead,730.0,730.0,,,6.0,,,,,,,29.8,captivity,medium,acceptable,,,,,
3212,3230,Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,piscivorus,Water moccasin,1095.0,,,,8.0,,,,,,,24.5,captivity,medium,acceptable,,,,,
3213,3231,Animalia,Chordata,Reptilia,Squamata,Viperidae,Atropoides,nummifer,Jumping pit viper,,,,,,,,,,,,19.0,captivity,small,acceptable,,,,,
3214,3232,Animalia,Chordata,Reptilia,Squamata,Viperidae,Atropoides,picadoi,Picado's pit viper,,,,,,,,,,,,13.0,captivity,tiny,acceptable,,,,,
3215,3233,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,arietans,Puff adder,,,,,,,,,,,,15.8,captivity,medium,acceptable,,,,,
3216,3234,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,gabonica,Gaboon viper,,,,,,,,,,,,18.0,captivity,medium,acceptable,,,,,
3217,3235,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,nasicornis,Rhinoceros viper,,,,,,,,,,,,9.4,captivity,medium,acceptable,,,,,
3218,3236,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothriechis,aurifer,Yellos-spotted palm pit viper,,,,,,,,,,,,13.7,captivity,small,acceptable,,,,,
3219,3237,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothriechis,lateralis,Side-striped palm pit viper,,,,,,,,,,,,12.5,captivity,small,acceptable,,,,,
3220,3238,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothriechis,rowleyi,Rowley's palm pit viper,,,,,,,,,,,,12.8,captivity,small,acceptable,,,,,
3221,3239,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothriechis,schlegelii,Eyelash palm pit viper,,,,,,,,,,,,19.5,captivity,medium,acceptable,,,,,
3222,3240,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,alternatus,Urutu,,,,,,,,,,,,15.2,captivity,small,acceptable,,,,,
3223,3241,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,asper,Fer-de-lance,,,,,,,,,,,,20.4,captivity,medium,acceptable,,,,,
3224,3242,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,atrox,Common lancehead,,,,,,,,,,,,8.5,captivity,small,acceptable,,,,,
3225,3243,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,caribbaeus,Saint Lucia lancehead,,,,,,,,,,,,14.4,captivity,tiny,acceptable,,,,,
3226,3244,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,jararaca,Jararaca,,,,,,,,,,,,,unknown,small,low,,,,,
3227,3245,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,lanceolatus,Martinique lancehead,,,,,,,,,,,,13.0,captivity,small,acceptable,,,,,
3228,3246,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,neuwiedi,Yara,,,,,,,,,,,,15.1,captivity,small,acceptable,,,,,
3229,3247,Animalia,Chordata,Reptilia,Squamata,Viperidae,Causus,rhombeatus,Cape viper,,,,,,,,,,,,6.6,captivity,tiny,acceptable,,,,,
3230,3248,Animalia,Chordata,Reptilia,Squamata,Viperidae,Cerastes,cerastes,Horned viper,,,,,,,,,,,,18.0,captivity,small,acceptable,,,,,
3231,3249,Animalia,Chordata,Reptilia,Squamata,Viperidae,Cerrophidion,godmani,Godman's montane pit viper,,,,,,,,,,,,15.8,captivity,small,acceptable,,,,,
3232,3250,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,adamanteus,Eastern diamondback rattlesnake,,,,,,,,,,,,22.8,captivity,medium,acceptable,,,,,
3233,3251,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,atrox,Western diamond-backed rattlesnake,1095.0,1095.0,,,14.0,,,,,,,27.0,captivity,medium,acceptable,,,,,
3234,3252,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,basiliscus,Mexican West-Coast rattlesnake,,,,,,,,,,,,16.0,captivity,small,acceptable,,,,,
3235,3253,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,catalinensis,Saint Catalina rattlesnake,,,,,,,,,,,,11.8,captivity,tiny,acceptable,,,,,
3236,3254,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,cerastes,Sidewinder,,,,,,,,,,,,27.3,captivity,medium,acceptable,,,,,
3237,3255,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,durissus,Neotropical rattlesnake,1095.0,1095.0,120.0,,6.0,,,14.0,,1150.0,,19.8,captivity,medium,acceptable,,,,,
3238,3256,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,enyo,Baja California rattlesnake,,,,,,,,,,,,17.1,captivity,small,acceptable,,,,,
3239,3257,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,horridus,Timber rattlesnake,2555.0,1825.0,135.0,,9.0,,,,,,,30.2,captivity,medium,acceptable,,,,,
3240,3258,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,lepidus,New Mexico banded rock rattlesnake,,,,,,,,,,,,33.6,captivity,medium,acceptable,,,,,
3241,3259,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,mitchelli,Southwestern speckled rattlesnake,,,,,,,,,,,,22.0,captivity,medium,acceptable,,,,,
3242,3260,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,molossus,Northern black-tailed rattlesnake,,,,,,,,,,,,20.7,captivity,medium,acceptable,,,,,
3243,3261,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,pricei,Twin-spotted rattlesnake,,,,,,,,,,,,15.7,captivity,small,acceptable,,,,,
3244,3262,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,ruber,Red diamond rattlesnake,,,,,,,,,,,,19.2,captivity,medium,acceptable,,,,,
3245,3263,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,scutulatus,Mojave rattlesnake,,,,,,,,,,,,14.4,captivity,medium,acceptable,,,,,
3246,3264,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,tigris,Tiger rattlesnake,,,,,,,,,,,,15.3,captivity,small,acceptable,,,,,
3247,3265,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,tortugensis,Tortuga Island rattlesnake,,,,,,,,,,,,18.3,captivity,small,acceptable,,,,,
3248,3266,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,vegrandis,Uracoan rattlesnake,,,,,,,,,,,,19.8,captivity,medium,acceptable,,,,,
3249,3267,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,viridis,Southern Pacific rattlesnake,,,,,,,,,,,,24.1,captivity,medium,acceptable,,,,,
3250,3268,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,willardi,Arizona ridge-nosed rattlesnake,,,,,,,,,,,,21.3,captivity,medium,acceptable,,,,,
3251,3269,Animalia,Chordata,Reptilia,Squamata,Viperidae,Daboia,russelii,Russell's viper,,,,,,,,,,,,15.0,captivity,small,acceptable,,,,,
3252,3270,Animalia,Chordata,Reptilia,Squamata,Viperidae,Echis,carinatus,Saw-scaled viper,,,,,,,,,,,,23.8,captivity,small,acceptable,,,,,
3253,3271,Animalia,Chordata,Reptilia,Squamata,Viperidae,Echis,coloratus,Palestine saw-scaled viper,,,,,,,,,,,,28.3,captivity,small,acceptable,,,,,
3254,3272,Animalia,Chordata,Reptilia,Squamata,Viperidae,Eristicophis,macmahonii,Mcmahon's viper,,,,,,,,,,,,14.6,captivity,small,acceptable,,,,,
3255,3273,Animalia,Chordata,Reptilia,Squamata,Viperidae,Gloydius,blomhoffii,Japanese mamushi,,,,,,,,,,,,13.8,captivity,tiny,acceptable,,,,,
3256,3274,Animalia,Chordata,Reptilia,Squamata,Viperidae,Lachesis,muta,Bushmaster,1460.0,1460.0,77.0,,10.0,,,,,,,31.6,captivity,medium,acceptable,,,,,
3257,3275,Animalia,Chordata,Reptilia,Squamata,Viperidae,Macrovipera,lebetina,Bluntnose viper,,,,,,,,,,,,13.3,captivity,small,acceptable,,,,,
3258,3276,Animalia,Chordata,Reptilia,Squamata,Viperidae,Ophryacus,melanurus,Black-tailed montane pit viper,,,,,,,,,,,,17.1,captivity,small,acceptable,,,,,
3259,3277,Animalia,Chordata,Reptilia,Squamata,Viperidae,Ophryacus,undulatus,Mexican horned pit viper,,,,,,,,,,,,14.9,captivity,small,acceptable,,,,,
3260,3278,Animalia,Chordata,Reptilia,Squamata,Viperidae,Ovophis,okinavensis,Okinawan habu,,,,,,,,,,,,19.0,captivity,tiny,acceptable,,,,,
3261,3279,Animalia,Chordata,Reptilia,Squamata,Viperidae,Pseudocerastes,persicus,Persian horned viper,,,,,,,,,,,,17.1,captivity,small,acceptable,,,,,
3262,3280,Animalia,Chordata,Reptilia,Squamata,Viperidae,Sistrurus,catenatus,Massasauga,1100.0,1100.0,,,8.0,,,,,,,20.0,captivity,medium,acceptable,,,,,
3263,3281,Animalia,Chordata,Reptilia,Squamata,Viperidae,Sistrurus,miliarius,Pigmy rattlesnake,,,,,,,,,,,,16.1,captivity,medium,acceptable,,,,,
3264,3282,Animalia,Chordata,Reptilia,Squamata,Viperidae,Sistrurus,ravus,Pygmy rattlesnake,,,,,,,,,,,,14.8,captivity,small,acceptable,,,,,
3265,3283,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,albolabris,White-lipped tree viper,,,,,,,,,,,,11.4,captivity,small,acceptable,,,,,
3266,3284,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,flavoviridis,Yellow-spotted pit viper,,,,,,,,,,,,24.9,captivity,small,acceptable,,,,,
3267,3285,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,gramineus,Indian green tree viper,,,,,,,,,,,,8.4,captivity,small,acceptable,,,,,
3268,3286,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,popeorum,Pope's pit viper,,,,,,,,,,,,14.0,captivity,small,acceptable,,,,,
3269,3287,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,stejnegeri,Stejneger's pit viper,,,,,,,,,,,,,unknown,small,low,,,,,
3270,3288,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,ammodytes,Long-nosed viper,,,,,,,,,,,,22.0,captivity,medium,acceptable,,,,,
3271,3289,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,aspis,Asp viper,1460.0,1460.0,,,,,,,,,,25.0,unknown,medium,acceptable,,,,,
3272,3290,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,berus,Northern palaearctic viper,,,,,,,,,,,,19.0,captivity,medium,acceptable,,,,,
3273,3291,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,latastei,Lataste's viper,,,,,,,,,,,,9.7,captivity,small,acceptable,,,,,
3274,3292,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,raddei,Armenian viper,,,,,,,,,,,,10.7,captivity,medium,acceptable,,,,,
3275,3293,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,xanthina,Palestine viper,,,,,,,,,,,,16.4,captivity,small,acceptable,,,,,
3276,3294,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Lepidophyma,flavimaculatum,Yellow-spotted night lizard,,,,,,,,,,,,11.0,captivity,tiny,acceptable,,,,,
3277,3295,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Xantusia,henshawi,Granite night lizard,,,,,,,,,,,,14.3,captivity,tiny,acceptable,,,,,
3278,3296,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Xantusia,riversiana,Island night lizard,,,,,,,,,,,,13.9,captivity,small,acceptable,,,,,
3279,3297,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Xantusia,vigilis,Desert night lizard,,,,,,,,,,,,10.9,captivity,small,acceptable,,,,,
3280,3298,Animalia,Chordata,Reptilia,Squamata,Xenopeltidae,Xenopeltis,unicolor,Sunbeam snake,,,,,,,,,,,,12.1,captivity,small,acceptable,,,,,
3281,3299,Animalia,Chordata,Reptilia,Squamata,Xenophidia,Dispholidus,typus,Boomslang,,,,,,,,,,,,8.7,captivity,small,acceptable,,,,,
3282,3301,Animalia,Chordata,Reptilia,Testudines,Carettochelyidae,Carettochelys,insculpta,Pignose turtle,,,,,,,,,,,,38.4,captivity,medium,acceptable,,,,,
