hex_ident,altitude(feet),latitude,longitude,date,time,angle,distance(nauticalmile),squawk,ground_speed(knotph),track,callsign
48416F,20175,53.74873,-1.44447,2017/09/15,15:20:24.047,-100.34,8.69,6262,361,319,KLM15S  
48416F,20050,53.75266,-1.44955,2017/09/15,15:20:27.000,-99.17,8.8,6262,361,319,KLM15S  
48416F,19650,53.76765,-1.46619,2017/09/15,15:20:37.879,-95.14,9.2,6262,356,328,KLM15S  
48416F,19225,53.78171,-1.48097,2017/09/15,15:20:48.033,-91.77,9.64,6262,356,328,KLM15S  
48416F,19075,53.78705,-1.48653,2017/09/15,15:20:51.837,-90.58,9.82,6262,356,328,KLM15S  
48416F,19025,53.78842,-1.48802,2017/09/15,15:20:52.889,-90.28,9.88,6262,356,328,KLM15S  
48416F,19000,53.78975,-1.48920,2017/09/15,15:20:53.801,-89.99,9.92,6262,348,329,KLM15S  
48416F,18850,53.79547,-1.49524,2017/09/15,15:20:58.058,-88.8,10.14,6262,348,329,KLM15S  
48416F,18800,53.79698,-1.49673,2017/09/15,15:20:59.107,-88.49,10.19,6262,348,329,KLM15S  
48416F,18625,53.80270,-1.50246,2017/09/15,15:21:03.240,-87.35,10.41,6262,348,329,KLM15S  
48416F,18500,53.80689,-1.50682,2017/09/15,15:21:06.385,-86.54,10.59,6262,348,329,KLM15S  
48416F,18450,53.80829,-1.50819,2017/09/15,15:21:07.372,-86.28,10.65,6262,348,329,KLM15S  
48416F,18400,53.80994,-1.50991,2017/09/15,15:21:08.549,-85.97,10.72,6262,344,329,KLM15S  
48416F,18350,53.81136,-1.51127,2017/09/15,15:21:09.594,-85.71,10.77,6262,344,329,KLM15S  
48416F,18175,53.81699,-1.51708,2017/09/15,15:21:13.728,-84.7,11.02,6262,344,330,KLM15S  
48416F,18100,53.81969,-1.51975,2017/09/15,15:21:15.694,-84.23,11.14,6262,344,330,KLM15S  
48416F,18050,53.82106,-1.52114,2017/09/15,15:21:16.737,-84,11.2,6262,343,329,KLM15S  
48416F,17650,53.83429,-1.53471,2017/09/15,15:21:26.565,-81.84,11.83,6262,343,329,KLM15S  
48416F,17575,53.83562,-1.53605,2017/09/15,15:21:27.488,-81.63,11.89,6262,340,329,KLM15S  
48416F,17550,53.83701,-1.53728,2017/09/15,15:21:28.465,-81.42,11.95,6262,340,329,KLM15S  
48416F,17325,53.84381,-1.54447,2017/09/15,15:21:33.583,-80.41,12.3,6262,340,329,KLM15S  
48416F,17225,53.84647,-1.54711,2017/09/15,15:21:35.545,-80.03,12.43,6262,340,329,KLM15S  
48416F,17150,53.84898,-1.54956,2017/09/15,15:21:37.383,-79.67,12.56,6262,340,329,KLM15S  
48416F,17050,53.85177,-1.55238,2017/09/15,15:21:39.416,-79.28,12.7,6262,339,329,KLM15S  
48416F,16975,53.85461,-1.55543,2017/09/15,15:21:41.577,-78.9,12.86,6262,339,329,KLM15S  
48416F,16900,53.85600,-1.55683,2017/09/15,15:21:42.622,-78.71,12.93,6262,338,329,KLM15S  
48416F,16875,53.85740,-1.55820,2017/09/15,15:21:43.607,-78.52,13,6262,338,329,KLM15S  
48416F,16825,53.85852,-1.55949,2017/09/15,15:21:44.587,-78.38,13.07,6262,337,329,KLM15S  
48416F,16350,53.87334,-1.57465,2017/09/15,15:21:55.597,-76.52,13.87,6262,337,329,KLM15S  
48416F,16325,53.87439,-1.57589,2017/09/15,15:21:56.514,-76.41,13.93,6262,335,329,KLM15S  
48416F,16275,53.87608,-1.57740,2017/09/15,15:21:57.636,-76.2,14.02,6262,334,329,KLM15S  
48416F,16200,53.87869,-1.57999,2017/09/15,15:21:59.659,-75.89,14.16,6262,334,329,KLM15S  
48416F,16150,53.88003,-1.58147,2017/09/15,15:22:00.647,-75.74,14.24,6262,333,329,KLM15S  
48416F,16100,53.88148,-1.58297,2017/09/15,15:22:01.758,-75.58,14.32,6262,333,329,KLM15S  
48416F,16075,53.88263,-1.58429,2017/09/15,15:22:02.679,-75.46,14.39,6262,333,329,KLM15S  
48416F,15925,53.88664,-1.58825,2017/09/15,15:22:05.696,-75.01,14.62,6262,333,329,KLM15S  
48416F,15875,53.88775,-1.58962,2017/09/15,15:22:06.610,-74.9,14.69,6262,332,329,KLM15S  
48416F,14000,54.00018,-1.70474,2017/09/15,15:23:36.847,-66.01,21.59,6262,332,329,KLM15S  
4CA7B4,38000,53.48131,-1.65255,2017/09/15,15:23:39.599,-126.03,24.31,3440,,,RYR45AG 
48416F,13825,54.05101,-1.75660,2017/09/15,15:24:21.081,-63.43,24.89,6262,289,330,KLM15S  
484557,26450,53.67064,-1.09385,2017/09/15,15:28:50.946,137.2,8.24,7343,453,284,KLM29W  
484557,26375,53.67305,-1.11123,2017/09/15,15:28:55.995,141.24,7.82,7343,452,284,KLM29W  
484557,26250,53.67603,-1.13159,2017/09/15,15:29:02.084,146.87,7.36,7343,452,284,KLM29W  
484557,26250,53.67650,-1.13520,2017/09/15,15:29:03.007,148,7.28,7343,452,284,KLM29W  
484557,26200,53.67737,-1.14187,2017/09/15,15:29:04.844,150.19,7.15,7343,452,284,KLM29W  
484557,26200,53.67785,-1.14541,2017/09/15,15:29:05.888,151.4,7.08,7343,452,284,KLM29W  
484557,26175,53.67838,-1.14870,2017/09/15,15:29:06.939,152.54,7.02,7343,452,284,KLM29W  
484557,25975,53.68376,-1.18620,2017/09/15,15:29:18.270,168.25,6.41,7343,450,284,KLM29W  
484557,25950,53.68479,-1.19299,2017/09/15,15:29:20.436,171.57,6.32,7343,450,284,KLM29W  
484557,25925,53.68529,-1.19641,2017/09/15,15:29:21.423,173.29,6.28,7343,449,284,KLM29W  
484557,25900,53.68584,-1.20340,2017/09/15,15:29:22.600,176.91,6.24,7343,449,284,KLM29W  
484557,25875,53.68680,-1.21030,2017/09/15,15:29:24.629,-179.44,6.18,7343,449,284,KLM29W  
484557,25850,53.68725,-1.21367,2017/09/15,15:29:25.683,-177.64,6.15,7343,449,284,KLM29W  
484557,25825,53.68832,-1.22045,2017/09/15,15:29:27.779,-173.98,6.1,7343,449,284,KLM29W  
484557,25775,53.68925,-1.22716,2017/09/15,15:29:29.744,-170.34,6.06,7343,448,284,KLM29W  
484557,25775,53.68973,-1.23055,2017/09/15,15:29:30.787,-168.5,6.05,7343,448,284,KLM29W  
484557,25725,53.69069,-1.23737,2017/09/15,15:29:32.884,-164.83,6.03,7343,448,284,KLM29W  
484557,25700,53.69121,-1.24089,2017/09/15,15:29:33.931,-162.95,6.02,7343,448,284,KLM29W  
484557,25700,53.69170,-1.24436,2017/09/15,15:29:34.919,-161.12,6.01,7343,447,284,KLM29W  
484557,25675,53.69257,-1.25095,2017/09/15,15:29:36.755,-157.71,6.01,7343,447,284,KLM29W  
484557,25625,53.69385,-1.25793,2017/09/15,15:29:39.509,-154.13,6.01,7343,447,284,KLM29W  
484557,25550,53.69582,-1.27458,2017/09/15,15:29:43.635,-146.4,6.09,7343,447,284,KLM29W  
484557,25525,53.69632,-1.27834,2017/09/15,15:29:44.746,-144.76,6.12,7343,447,284,KLM29W  
484557,25500,53.69675,-1.28152,2017/09/15,15:29:45.666,-143.41,6.14,7343,447,284,KLM29W  
484557,25475,53.69768,-1.28823,2017/09/15,15:29:47.634,-140.67,6.19,7343,447,284,KLM29W  
484557,25450,53.69856,-1.29509,2017/09/15,15:29:49.595,-138.04,6.26,7343,447,284,KLM29W  
484557,25425,53.69903,-1.29509,2017/09/15,15:29:50.454,-137.89,6.24,7343,447,284,KLM29W  
484557,25400,53.69948,-1.29835,2017/09/15,15:29:51.434,-136.68,6.27,7343,447,284,KLM29W  
484557,25175,53.70598,-1.34590,2017/09/15,15:30:05.455,-122.69,6.98,7343,446,284,KLM29W  
484557,25150,53.70653,-1.34954,2017/09/15,15:30:06.508,-121.84,7.05,7343,446,284,KLM29W  
484557,25125,53.70713,-1.35608,2017/09/15,15:30:07.557,-120.5,7.19,7343,446,285,KLM29W  
484557,25125,53.70776,-1.35956,2017/09/15,15:30:08.671,-119.72,7.25,7343,446,285,KLM29W  
484557,24950,53.71444,-1.38864,2017/09/15,15:30:17.846,-113.72,7.8,7343,446,285,KLM29W  
484557,24850,53.72108,-1.41002,2017/09/15,15:30:24.594,-109.69,8.22,7343,445,295,KLM29W  
484557,24800,53.72445,-1.41861,2017/09/15,15:30:27.604,-108.08,8.39,7343,445,295,KLM29W  
484557,24750,53.72701,-1.42435,2017/09/15,15:30:29.704,-106.97,8.5,7343,443,306,KLM29W  
484557,24725,53.72827,-1.42689,2017/09/15,15:30:30.752,-106.47,8.55,7343,443,306,KLM29W  
484557,24625,53.73581,-1.44026,2017/09/15,15:30:36.394,-103.73,8.81,7343,443,306,KLM29W  
484557,24550,53.74301,-1.45239,2017/09/15,15:30:41.365,-101.37,9.06,7343,443,315,KLM29W  
484557,24425,53.75424,-1.46781,2017/09/15,15:30:48.382,-98.17,9.41,7343,440,323,KLM29W  
484557,24425,53.75597,-1.46974,2017/09/15,15:30:49.433,-97.72,9.45,7343,440,323,KLM29W  
484557,24250,53.77295,-1.48786,2017/09/15,15:30:59.328,-93.61,9.92,7343,436,329,KLM29W  
484557,23725,53.82312,-1.54005,2017/09/15,15:31:28.817,-83.96,11.88,7343,426,329,KLM29W  
484557,23675,53.82849,-1.54536,2017/09/15,15:31:32.026,-83.11,12.13,7343,426,329,KLM29W  
484557,23600,53.83557,-1.55222,2017/09/15,15:31:36.217,-82.03,12.45,7343,426,329,KLM29W  
484557,23000,53.89742,-1.61625,2017/09/15,15:32:12.854,-74.51,15.78,7343,425,329,KLM29W  
40072B,3000,53.72091,-1.46482,2017/09/15,15:40:33.912,-105.74,9.96,,,,EXS2PU  
40072B,3000,53.72570,-1.46611,2017/09/15,15:40:39.814,-104.62,9.88,,177,349,EXS2PU  
40072B,3000,53.72658,-1.46644,2017/09/15,15:40:40.798,-104.41,9.87,,177,346,EXS2PU  
40072B,3000,53.72726,-1.46667,2017/09/15,15:40:41.709,-104.25,9.87,,177,346,EXS2PU  
40072B,3000,53.72809,-1.46715,2017/09/15,15:40:42.764,-104.04,9.86,,177,346,EXS2PU  
40072B,3000,53.72882,-1.46754,2017/09/15,15:40:43.681,-103.86,9.86,,177,341,EXS2PU  
40072B,3000,53.72999,-1.46845,2017/09/15,15:40:45.452,-103.56,9.86,,177,339,EXS2PU  
40072B,3000,53.73567,-1.47395,2017/09/15,15:40:53.379,-102.06,9.93,6751,179,328,EXS2PU  
40072B,3000,53.73637,-1.47443,2017/09/15,15:40:54.293,-101.89,9.93,6751,179,328,EXS2PU  
40072B,3000,53.73738,-1.47562,2017/09/15,15:40:55.675,-101.62,9.95,6751,178,328,EXS2PU  
40072B,3000,53.73772,-1.47596,2017/09/15,15:40:56.260,-101.53,9.96,6751,178,328,EXS2PU  
40072B,3000,53.74237,-1.48113,2017/09/15,15:41:03.012,-100.33,10.05,6751,179,328,EXS2PU  
40072B,3000,53.74372,-1.48283,2017/09/15,15:41:05.040,-99.98,10.08,6751,179,328,EXS2PU  
40072B,3000,53.74633,-1.48574,2017/09/15,15:41:08.649,-99.33,10.14,6751,179,325,EXS2PU  
40072B,3000,53.74750,-1.48716,2017/09/15,15:41:10.347,-99.03,10.17,6751,179,325,EXS2PU  
40072B,3000,53.75436,-1.49485,2017/09/15,15:41:20.377,-97.38,10.34,6751,179,325,EXS2PU  
4067EE,24350,54.10368,-1.60071,2017/09/15,15:45:12.497,-49.97,23.35,,,,
4067EE,24500,54.09732,-1.58509,2017/09/15,15:45:17.868,-49.4,22.72,3461,448,124,
4067EE,24525,54.09613,-1.58219,2017/09/15,15:45:18.853,-49.29,22.6,3461,448,124,
4067EE,24600,54.09402,-1.57701,2017/09/15,15:45:20.752,-49.09,22.4,3461,448,124,TOM8HK  
4067EE,25175,54.06847,-1.51450,2017/09/15,15:45:42.182,-46.28,19.89,3461,451,124,TOM8HK  
4067EE,25325,54.06262,-1.50026,2017/09/15,15:45:47.095,-45.53,19.32,3461,451,124,TOM8HK  
4067EE,25625,54.04864,-1.46611,2017/09/15,15:45:58.763,-43.46,17.98,3461,453,124,TOM8HK  
4067EE,25650,54.04756,-1.46346,2017/09/15,15:45:59.742,-43.28,17.88,3461,453,124,TOM8HK  
4067EE,25675,54.04637,-1.46055,2017/09/15,15:46:00.726,-43.08,17.77,3461,453,124,TOM8HK  
4067EE,25725,54.04408,-1.45504,2017/09/15,15:46:02.564,-42.71,17.55,3461,453,124,TOM8HK  
4067EE,25800,54.04021,-1.44567,2017/09/15,15:46:05.775,-42.04,17.18,3461,454,125,TOM8HK  
4067EE,25850,54.03795,-1.44015,2017/09/15,15:46:07.739,-41.62,16.97,3461,454,125,TOM8HK  
4067EE,25875,54.03686,-1.43751,2017/09/15,15:46:08.592,-41.42,16.87,3461,454,125,TOM8HK  
4067EE,25950,54.03191,-1.42555,2017/09/15,15:46:12.716,-40.47,16.41,3461,455,125,TOM8HK  
4067EE,25975,54.03081,-1.42289,2017/09/15,15:46:13.570,-40.25,16.31,3461,455,125,TOM8HK  
4067EE,26050,54.02597,-1.41118,2017/09/15,15:46:17.695,-39.23,15.86,3461,455,125,TOM8HK  
4067EE,26200,54.01717,-1.39001,2017/09/15,15:46:24.777,-37.21,15.06,3461,458,125,TOM8HK  
4067EE,26300,54.01094,-1.37502,2017/09/15,15:46:29.892,-35.6,14.5,3461,460,125,TOM8HK  
406544,36000,53.51305,-1.60287,2017/09/15,15:46:30.282,-126.31,21.71,,,,
4067EE,26325,54.00860,-1.36941,2017/09/15,15:46:31.790,-34.96,14.29,3461,460,125,TOM8HK  
4067EE,26350,54.00739,-1.36651,2017/09/15,15:46:32.775,-34.61,14.18,3461,460,125,TOM8HK  
4067EE,27175,53.95404,-1.23808,2017/09/15,15:47:15.889,-9.51,9.9,3461,460,125,TOM8HK  
4067EE,27325,53.94664,-1.22037,2017/09/15,15:47:21.853,-3.87,9.41,3461,460,125,TOM8HK  
4067EE,27550,53.93353,-1.19053,2017/09/15,15:47:31.881,7.09,8.64,3461,460,125,TOM8HK  
4067EE,27675,53.92813,-1.17891,2017/09/15,15:47:35.883,11.84,8.36,3461,460,125,TOM8HK  
4067EE,27725,53.92570,-1.17365,2017/09/15,15:47:37.776,14.05,8.24,3461,460,125,TOM8HK  
4067EE,27875,53.91913,-1.15946,2017/09/15,15:47:42.631,20.2,7.95,3461,471,128,TOM8HK  
4067EE,28275,53.90195,-1.12202,2017/09/15,15:47:55.542,36.62,7.4,3461,471,128,TOM8HK  
4067EE,28575,53.88966,-1.09508,2017/09/15,15:48:04.844,47.53,7.22,3461,469,127,TOM8HK  
4067EE,28600,53.88836,-1.09217,2017/09/15,15:48:05.830,48.62,7.22,3461,468,127,TOM8HK  
4067EE,28675,53.88556,-1.08616,2017/09/15,15:48:07.862,50.85,7.21,3461,468,127,TOM8HK  
4067EE,28900,53.87535,-1.06356,2017/09/15,15:48:15.662,58.42,7.27,3461,468,127,TOM8HK  
4067EE,29275,53.85968,-1.02835,2017/09/15,15:48:27.845,67.98,7.65,3461,468,127,TOM8HK  
4067EE,30075,53.82079,-0.94067,2017/09/15,15:48:58.124,83.1,9.69,3461,463,126,TOM8HK  
4BA9DA,36000,53.56343,-1.69378,2017/09/15,15:51:51.261,-116.02,21.93,,476,279,
4BA9DA,36000,53.56380,-1.69811,2017/09/15,15:51:52.243,-115.78,22.03,,477,279,
48548E,4750,53.71453,-1.42911,2017/09/15,15:57:32.819,-109.7,9.01,,,,
48548E,4625,53.71747,-1.43348,2017/09/15,15:57:36.163,-108.64,9.06,,250,319,
48548E,4600,53.71868,-1.43533,2017/09/15,15:57:37.602,-108.21,9.08,,250,319,
48548E,4525,53.72090,-1.43874,2017/09/15,15:57:40.223,-107.43,9.13,7345,250,319,
48548E,4500,53.72127,-1.43921,2017/09/15,15:57:40.678,-107.31,9.13,7345,249,319,
48548E,4425,53.72397,-1.44337,2017/09/15,15:57:43.827,-106.38,9.19,7345,249,319,KLM73E  
48548E,4225,53.72989,-1.45230,2017/09/15,15:57:50.840,-104.45,9.33,7345,245,319,KLM73E  
48548E,4175,53.73087,-1.45383,2017/09/15,15:57:51.890,-104.14,9.36,7345,245,319,KLM73E  
48548E,4150,53.73162,-1.45496,2017/09/15,15:57:52.872,-103.9,9.38,7345,243,318,KLM73E  
48548E,4125,53.73276,-1.45671,2017/09/15,15:57:54.248,-103.55,9.42,7345,242,319,KLM73E  
48548E,4100,53.73320,-1.45738,2017/09/15,15:57:54.836,-103.41,9.43,7345,242,319,KLM73E  
48548E,4100,53.73357,-1.45787,2017/09/15,15:57:55.232,-103.3,9.44,7345,242,319,KLM73E  
48548E,4075,53.73404,-1.45859,2017/09/15,15:57:55.817,-103.16,9.45,7345,242,319,KLM73E  
48548E,4000,53.73655,-1.46239,2017/09/15,15:57:58.705,-102.4,9.52,7345,242,319,KLM73E  
48548E,3875,53.74014,-1.46789,2017/09/15,15:58:03.229,-101.35,9.64,7345,242,319,KLM73E  
48548E,3800,53.74255,-1.47162,2017/09/15,15:58:06.171,-100.66,9.72,7345,237,318,KLM73E  
48548E,3700,53.74580,-1.47648,2017/09/15,15:58:10.232,-99.76,9.83,7345,237,318,KLM73E  
451D87,25325,53.83067,-1.05116,2017/09/15,15:58:17.377,74.86,6.11,,435,289,
451D87,25025,53.84862,-1.14344,2017/09/15,15:58:45.953,46.92,4.22,,433,289,
451D87,25025,53.84926,-1.14682,2017/09/15,15:58:47.000,45.1,4.19,3570,433,289,BGH5533 
451D87,25000,53.85040,-1.15286,2017/09/15,15:58:48.898,41.65,4.14,3570,434,289,BGH5533 
451D87,25000,53.85358,-1.16916,2017/09/15,15:58:53.943,31,4.08,3570,434,289,BGH5533 
451D87,25000,53.85420,-1.17248,2017/09/15,15:58:54.991,28.62,4.07,3570,435,288,BGH5533 
451D87,25000,53.86034,-1.20481,2017/09/15,15:59:04.954,3.45,4.23,3570,435,288,BGH5533 
451D87,25000,53.86162,-1.21171,2017/09/15,15:59:07.053,-1.86,4.3,3570,435,288,BGH5533 
451D87,25000,53.86400,-1.22450,2017/09/15,15:59:10.985,-11.1,4.48,3570,435,288,BGH5533 
451D87,25000,53.86522,-1.23087,2017/09/15,15:59:12.953,-15.31,4.58,3570,435,288,BGH5533 
451D87,25000,53.86573,-1.23370,2017/09/15,15:59:13.807,-17.09,4.63,3570,435,288,BGH5533 
451D87,25000,53.86588,-1.23431,2017/09/15,15:59:15.044,-17.46,4.64,3570,435,288,BGH5533 
451D87,25000,53.86711,-1.24114,2017/09/15,15:59:16.098,-21.5,4.77,3570,435,288,BGH5533 
451D87,25000,53.86741,-1.24275,2017/09/15,15:59:16.619,-22.4,4.8,3570,435,288,BGH5533 
451D87,25000,53.86778,-1.24452,2017/09/15,15:59:17.146,-23.36,4.84,3570,435,288,BGH5533 
451D87,25000,53.86844,-1.24813,2017/09/15,15:59:18.260,-25.28,4.91,3570,435,288,BGH5533 
451D87,25000,53.87215,-1.26821,2017/09/15,15:59:24.482,-34.37,5.36,3570,434,288,BGH5533 
451D87,25000,53.87347,-1.27528,2017/09/15,15:59:26.645,-37.01,5.53,3570,434,288,BGH5533 
451D87,25000,53.87467,-1.28185,2017/09/15,15:59:28.617,-39.26,5.7,3570,435,288,BGH5533 
451D87,25000,53.87532,-1.28540,2017/09/15,15:59:29.728,-40.39,5.79,3570,435,288,BGH5533 
451D87,25000,53.87956,-1.30867,2017/09/15,15:59:36.872,-46.62,6.43,3570,435,288,BGH5533 
451D87,25000,53.88066,-1.31475,2017/09/15,15:59:39.757,-47.96,6.6,3570,435,287,BGH5533 
451D87,25000,53.88153,-1.31961,2017/09/15,15:59:40.216,-48.97,6.74,3570,435,287,BGH5533 
451D87,25000,53.88185,-1.32134,2017/09/15,15:59:40.800,-49.32,6.79,3570,435,287,BGH5533 
451D87,25000,53.88235,-1.32418,2017/09/15,15:59:41.654,-49.87,6.88,3570,435,287,BGH5533 
451D87,25000,53.88408,-1.33387,2017/09/15,15:59:44.604,-51.62,7.17,3570,435,287,BGH5533 
451D87,25000,53.88459,-1.33702,2017/09/15,15:59:45.584,-52.17,7.26,3570,436,287,BGH5533 
451D87,25000,53.88455,-1.33680,2017/09/15,15:59:46.504,-52.13,7.25,3570,436,287,BGH5533 
451D87,25000,53.88580,-1.34381,2017/09/15,15:59:47.680,-53.25,7.47,3570,436,287,BGH5533 
451D87,25000,53.88696,-1.35043,2017/09/15,15:59:49.712,-54.23,7.67,3570,436,287,BGH5533 
451D87,25000,53.88971,-1.36618,2017/09/15,15:59:54.499,-56.32,8.17,3570,434,287,BGH5533 
451D87,25000,53.89078,-1.37235,2017/09/15,15:59:56.399,-57.05,8.36,3570,434,287,BGH5533 
451D87,25000,53.89143,-1.37596,2017/09/15,15:59:57.512,-57.45,8.48,3570,434,287,BGH5533 
451D87,25000,53.89166,-1.37733,2017/09/15,15:59:57.922,-57.61,8.52,3570,434,287,BGH5533 
451D87,25000,53.89199,-1.37919,2017/09/15,15:59:58.496,-57.81,8.58,3570,434,287,BGH5533 
451D87,25000,53.89264,-1.38298,2017/09/15,15:59:59.673,-58.21,8.71,3570,434,287,BGH5533 
451D87,25000,53.89320,-1.38624,2017/09/15,16:00:00.661,-58.55,8.81,3570,434,287,BGH5533 
451D87,25000,53.89375,-1.38938,2017/09/15,16:00:02.626,-58.86,8.91,3570,434,287,BGH5533 
451D87,25000,53.89488,-1.39575,2017/09/15,16:00:03.605,-59.46,9.12,3570,433,287,BGH5533 
451D87,25000,53.89599,-1.40229,2017/09/15,16:00:05.575,-60.06,9.34,3570,434,287,BGH5533 
451D87,25000,53.89651,-1.40512,2017/09/15,16:00:06.430,-60.3,9.43,3570,434,287,BGH5533 
451D87,25000,53.89705,-1.40837,2017/09/15,16:00:07.471,-60.58,9.54,3570,434,287,BGH5533 
451D87,25000,53.89764,-1.41174,2017/09/15,16:00:08.462,-60.85,9.65,3570,434,287,BGH5533 
451D87,25000,53.89823,-1.41497,2017/09/15,16:00:09.444,-61.11,9.76,3570,434,287,BGH5533 
451D87,25000,53.89883,-1.41845,2017/09/15,16:00:10.553,-61.38,9.87,3570,434,287,BGH5533 
451D87,25000,53.89883,-1.41865,2017/09/15,16:00:11.602,-61.4,9.88,3570,434,287,BGH5533 
451D87,25000,53.90007,-1.42555,2017/09/15,16:00:12.717,-61.91,10.11,3570,434,287,BGH5533 
451D87,25000,53.90034,-1.42728,2017/09/15,16:00:13.242,-62.04,10.17,3570,435,287,BGH5533 
451D87,25000,53.90057,-1.42862,2017/09/15,16:00:13.636,-62.13,10.21,3570,435,287,BGH5533 
451D87,25000,53.90112,-1.43160,2017/09/15,16:00:14.553,-62.33,10.32,3570,435,287,BGH5533 
451D87,25000,53.90144,-1.43355,2017/09/15,16:00:15.143,-62.47,10.38,3570,435,287,BGH5533 
451D87,25000,53.90176,-1.43544,2017/09/15,16:00:15.731,-62.6,10.45,3570,435,287,BGH5533 
451D87,25000,53.90204,-1.43709,2017/09/15,16:00:16.255,-62.71,10.5,3570,435,287,BGH5533 
451D87,25000,53.90231,-1.43866,2017/09/15,16:00:16.716,-62.82,10.55,3570,435,287,BGH5533 
451D87,25000,53.90259,-1.44007,2017/09/15,16:00:17.171,-62.9,10.6,3570,435,287,BGH5533 
451D87,25000,53.90288,-1.44187,2017/09/15,16:00:17.698,-63.02,10.66,3570,435,287,BGH5533 
451D87,25000,53.90316,-1.44341,2017/09/15,16:00:18.159,-63.12,10.72,3570,435,287,BGH5533 
451D87,25000,53.90286,-1.44196,2017/09/15,16:00:18.743,-63.04,10.66,3570,435,287,BGH5533 
451D87,25000,53.90378,-1.44706,2017/09/15,16:00:19.273,-63.35,10.84,3570,436,287,BGH5533 
451D87,25000,53.90405,-1.44878,2017/09/15,16:00:19.797,-63.46,10.9,3570,436,287,BGH5533 
451D87,25000,53.90524,-1.45561,2017/09/15,16:00:21.891,-63.86,11.13,3570,436,287,BGH5533 
451D87,25000,53.90582,-1.45892,2017/09/15,16:00:22.936,-64.05,11.24,3570,436,287,BGH5533 
451D87,25000,53.90633,-1.46183,2017/09/15,16:00:23.792,-64.21,11.34,3570,436,287,BGH5533 
451D87,25000,53.90794,-1.47123,2017/09/15,16:00:26.673,-64.72,11.67,3570,436,287,BGH5533 
451D87,25000,53.90786,-1.47088,2017/09/15,16:00:27.531,-64.71,11.65,3570,436,287,BGH5533 
451D87,25000,53.90963,-1.48113,2017/09/15,16:00:29.688,-65.22,12.01,3570,436,287,BGH5533 
451D87,25000,53.91023,-1.48465,2017/09/15,16:00:30.738,-65.39,12.13,3570,436,287,BGH5533 
451D87,25000,53.91074,-1.48747,2017/09/15,16:00:31.592,-65.52,12.23,3570,436,287,BGH5533 
451D87,24975,53.91193,-1.49445,2017/09/15,16:00:33.750,-65.84,12.47,3570,436,287,BGH5533 
451D87,25000,53.91302,-1.50089,2017/09/15,16:00:35.716,-66.13,12.69,3570,435,287,BGH5533 
451D87,25000,53.91472,-1.51054,2017/09/15,16:00:38.667,-66.53,13.03,3570,435,287,BGH5533 
451D87,25000,53.91518,-1.51329,2017/09/15,16:00:39.515,-66.64,13.12,3570,435,287,BGH5533 
451D87,25000,53.91568,-1.51636,2017/09/15,16:00:40.436,-66.77,13.23,3570,434,287,BGH5533 
451D87,25000,53.91620,-1.51910,2017/09/15,16:00:41.288,-66.86,13.33,3570,434,287,BGH5533 
451D87,25000,53.91643,-1.52056,2017/09/15,16:00:41.686,-66.92,13.38,3570,434,287,BGH5533 
451D87,25000,53.91696,-1.52380,2017/09/15,16:00:42.727,-67.05,13.49,3570,434,287,BGH5533 
451D87,25000,53.91731,-1.52565,2017/09/15,16:00:43.258,-67.11,13.56,3570,434,287,BGH5533 
451D87,25000,53.91875,-1.53408,2017/09/15,16:00:45.874,-67.42,13.85,3570,434,287,BGH5533 
451D87,25000,53.91904,-1.53582,2017/09/15,16:00:46.400,-67.48,13.91,3570,434,287,BGH5533 
451D87,25000,53.91964,-1.53922,2017/09/15,16:00:47.447,-67.6,14.03,3570,434,287,BGH5533 
3C6561,36000,53.67077,-1.04394,2017/09/15,16:00:48.299,126.98,9.24,,,,
451D87,25000,53.92026,-1.54279,2017/09/15,16:00:48.559,-67.72,14.16,3570,434,287,BGH5533 
451D87,25000,53.92081,-1.54617,2017/09/15,16:00:49.550,-67.84,14.28,3570,432,287,BGH5533 
451D87,25000,53.92076,-1.54593,2017/09/15,16:00:50.467,-67.83,14.27,3570,432,287,BGH5533 
451D87,25000,53.92188,-1.55238,2017/09/15,16:00:51.508,-68.04,14.49,3570,432,287,BGH5533 
451D87,25000,53.92241,-1.55543,2017/09/15,16:00:52.428,-68.14,14.6,3570,432,287,BGH5533 
451D87,25000,53.92268,-1.55700,2017/09/15,16:00:52.889,-68.18,14.66,3570,432,287,BGH5533 
451D87,25000,53.92299,-1.55893,2017/09/15,16:00:53.478,-68.25,14.72,3570,432,287,BGH5533 
3C6561,35975,53.67329,-1.06450,2017/09/15,16:00:54.068,130.09,8.67,6656,473,282,DLH2C   
451D87,25000,53.92351,-1.56184,2017/09/15,16:00:54.392,-68.33,14.83,3570,432,287,BGH5533 
3C6561,35975,53.67375,-1.06842,2017/09/15,16:00:55.117,130.76,8.57,6656,473,282,DLH2C   
451D87,25000,53.92456,-1.56806,2017/09/15,16:00:56.296,-68.52,15.05,3570,433,287,BGH5533 
3C6561,35975,53.67444,-1.07454,2017/09/15,16:00:56.883,131.85,8.41,6656,473,282,DLH2C   
451D87,25000,53.92509,-1.57137,2017/09/15,16:00:57.280,-68.62,15.16,3570,433,287,BGH5533 
3C6561,35975,53.67501,-1.07852,2017/09/15,16:00:57.871,132.56,8.3,6656,473,282,DLH2C   
3C6561,36000,53.67577,-1.08608,2017/09/15,16:01:00.029,134.08,8.11,6656,473,282,DLH2C   
